cino,offence_type,offfence_category
DLND010159112018,PSA,I
DLND010160292019,APSA,I
DLND010161582017,APSA,I
DLND010161872017,ASA,I
DLND010162042016,SH,I
DLND010162222017,APSA,I
DLND010162792018,APSA,I
DLND010162802018,SA,I
DLND010162912016,ASA,I
DLND010163042016,SA,I
DLND010167932016,APSA,I
DLND010168322016,SH,I
DLND010168332016,SH,I
DLND010169312019,PSA,I
DLND010169702016,APSA,I
DLND010169712016,PSA,I
DLND010169902016,SA,I
DLND010169962017,ASA,I
DLND010170092017,SH,I
DLND010170542019,SA,I
DLND010171082019,ASA,I
DLND010180902019,ASA,I
DLND010180922019,SH,I
DLND010180932019,APSA,I
DLND010183312019,APSA,I
DLND010188372019,APSA,I
DLND010199142019,APSA,I
DLND010201112019,PSA,I
DLND010201902019,APSA,I
DLND010209282019,APSA,I
DLND010209862019,Abetment of APSA,II
DLND010219932019,APSA,I
DLND010231892019,SH,I
DLND010234852019,APSA,I
DLND010235202019,APSA,I
DLND010236672019,ASA,I
DLND010241382019,APSA,I
DLND010241392019,SH,I
DLNE010000022014,ASA,I
DLNE010000022018,ASA,I
DLNE010000212014,APSA,I
DLNE010000432015,APSA,I
DLNE010000462020,SH,I
DLNE010000552020,APSA,I
DLNE010000642019,APSA,I
DLNE010001012015,APSA,I
DLNE010001062020,SA,I
DLNE010001172019,SA,I
DLNE010001172020,APSA,I
DLNE010001332014,APSA,I
DLNE010001412014,APSA,I
DLNE010001502020,APSA,I
DLNE010001602015,SA,I
DLNE010001712014,APSA,I
DLNE010001862015,APSA,I
DLNE010001992013,APSA,I
DLNE010002302015,APSA,I
DLNE010002442019,APSA,I
DLNE010002572015,APSA,I
DLNE010002672018,ASA,I
DLNE010002722014,APSA,I
DLNE010002762014,APSA,I
DLNE010002832020,APSA,I
DLNE010002972018,APSA,I
DLNE010003282018,APSA,I
DLNE010003352013,APSA,I
DLNE010003352019,APSA,I
DLNE010003362013,APSA,I
DLNE010003372019,SH,I
DLNE010004182019,APSA,I
DLNE010003402019,SA,I
DLNE010003542014,PSA,I
DLNE010003632018,SA,I
DLNE010003792020,SA,I
DLNE010004032020,APSA,I
DLNE010004102019,APSA,I
DLNE010004112015,APSA,I
DLCT010006832014,PSA,I
DLNE010004112019,APSA,I
DLNE010004362019,ASA,I
DLNE010004682015,PSA,I
DLNE010004702019,APSA,I
DLNE010004892019,SH,I
DLNE010004912020,APSA,I
DLNE010005072014,APSA,I
DLNE010005102014,SA,I
DLNE010005142014,APSA,I
DLNE010005152014,SA,I
DLNE010005372014,APSA,I
DLNE010005522015,APSA,I
DLNE010005552014,APSA,I
DLNE010005562015,APSA,I
DLNE010005592015,APSA,I
DLNE010005782019,SH,I
DLNE010005852020,ASA,I
DLNE010005982018,APSA,I
DLNE010006002019,SH,I
DLNE010006012019,SH,I
DLNE010006152015,PSA,I
DLNE010006162019,APSA,I
DLNE010006232018,APSA,I
DLNE010006272020,SA,I
DLNE010006352015,SH,I
DLNE010006392015,APSA,I
DLNE010006582019,PSA,I
DLNE010006612016,APSA,I
DLNE010006762020,APSA,I
DLNE010007002015,APSA,I
DLNE010007222018,SA,I
DLNE010007322015,APSA,I
DLNE010007632018,APSA,I
DLNE010007762019,SH,I
DLNE010008022016,PSA,I
DLNE010008302019,PSA,I
DLNE010008372020,APSA,I
DLNE010009002015,ASA,I
DLNE010009192015,APSA,I
DLNE010009292018,APSA,I
DLNE010009342019,APSA,I
DLNE010009462015,APSA,I
DLNE010009642015,APSA,I
DLNE010010212019,APSA,I
DLNE010010222019,APSA,I
DLNE010010732019,APSA,I
DLNE010011142018,APSA,I
DLNE010012042019,ASA,I
DLNE010012282018,APSA,I
DLNE010012372019,APSA,I
DLNE010012462019,SA,I
DLNE010013022019,SA,I
DLNE010013652018,SA,I
DLNE010013662018,APSA,I
DLNE010013912018,SH,I
DLNE010014362016,APSA,I
DLNE010014402019,SA,I
DLNE010014512019,SA,I
DLNE010014682019,SH,I
DLNE010014902018,APSA,I
DLNE010015232016,SA,I
DLNE010015502016,PSA,I
DLNE010015782018,APSA,I
DLNE010015802018,APSA,I
DLNE010015942018,APSA,I
DLNE010016472018,SH,I
DLNE010016552016,APSA,I
DLNE010016552018,ASA,I
DLNE010016852019,ASA,I
DLNE010017242018,SA,I
DLNE010017322019,SH,I
DLNE010017502018,APSA,I
DLNE010017532018,SA,I
DLNE010017812019,Failure to report,III
DLNE010017832019,APSA,I
DLNE010017882019,APSA,I
DLNE010018142019,SH,I
DLNE010018382019,ASA,I
DLNE010018402016,APSA,I
DLNE010018422019,SH,I
DLNE010018702019,ASA,I
DLNE010018912019,APSA,I
DLNE010019382018,SA,I
DLNE010019612019,APSA,I
DLNE010019762018,APSA,I
DLNE010019902019,ASA,I
DLNE010019962019,SA,I
DLNE010020572018,APSA,I
DLNE010020782019,SH,I
DLNE010020802018,SA,I
DLNE010021042019,APSA,I
DLNE010021202019,APSA,I
DLNE010021422018,APSA,I
DLNE010021602018,SH,I
DLNE010021612018,APSA,I
DLNE010021642018,SH,I
DLNE010022252018,PSA,I
DLNE010023002018,SA,I
DLNE010023052019,APSA,I
DLNE010023092018,ASA,I
DLNE010024212019,SH,I
DLNE010024712015,APSA,I
DLNE010024932018,APSA,I
DLNE010024952015,APSA,I
DLNE010025372016,ASA,I
DLNE010025632019,SH,I
DLNE010025872019,APSA,I
DLNE010025912019,ASA,I
DLNE010026132018,SA,I
DLNE010026182019,PSA,I
DLNE010026372019,SA,I
DLNE010027052018,APSA,I
DLNE010027282018,ASA,I
DLNE010027292019,ASA,I
DLNE010027622018,SA,I
DLNE010027712019,APSA,I
DLNE010027872019,APSA,I
DLNE010027902018,ASA,I
DLNE010027952019,SH,I
DLNE010027962019,SA,I
DLNE010028702016,PSA,I
DLNE010028992019,SH,I
DLNE010029002019,SA,I
DLNE010029052018,APSA,I
DLNE010029122019,PSA,I
DLNE010029132019,SA,I
DLNE010029202019,SA,I
DLNE010029212019,SA,I
DLNE010029222019,APSA,I
DLNE010029242019,APSA,I
DLNE010029372019,SA,I
DLNE010029382019,APSA,I
DLNE010029392019,APSA,I
DLNE010029402019,APSA,I
DLNE010029412019,SA,I
DLNE010029422019,SH,I
DLNE010029432019,SH,I
DLNE010029442019,PSA,I
DLNE010029492019,APSA,I
DLNE010029572019,APSA,I
DLNE010029652019,SH,I
DLNE010029712019,PSA,I
DLNE010029732018,APSA,I
DLNE010029742019,APSA,I
DLNE010029752019,APSA,I
DLNE010029762019,APSA,I
DLNE010029812018,ASA,I
DLNE010029872019,SA,I
DLNE010029882019,APSA,I
DLNE010029892019,APSA,I
DLNE010029902019,PSA,I
DLNE010029942019,APSA,I
DLNE010029982019,SA,I
DLNE010030152018,APSA,I
DLNE010030212019,SA,I
DLNE010030272019,SH,I
DLNE010030302019,ASA,I
DLNE010030372019,APSA,I
DLNE010030432019,SA,I
DLNE010030532019,SA,I
DLNE010030642019,APSA,I
DLNE010030652019,SA,I
DLNE010030792019,ASA,I
DLNE010030832018,ASA,I
DLNE010030942019,APSA,I
DLNE010031412018,APSA,I
DLNE010031492019,APSA,I
DLNE010031502019,APSA,I
DLNE010031792019,SA,I
DLNE010031832019,SA,I
DLNE010031852019,PSA,I
DLNE010031902016,APSA,I
DLNE010032032018,APSA,I
DLNE010032162018,APSA,I
DLNE010032352018,SA,I
DLNE010032362018,SA,I
DLNE010032502018,SH,I
DLNE010032512018,SA,I
DLNE010032612016,APSA,I
DLNE010032762019,APSA,I
DLNE010032842019,SA,I
DLNE010032872018,APSA,I
DLNE010033002018,APSA,I
DLNE010033032019,SA,I
DLNE010033452018,SA,I
DLNE010034112019,SA,I
DLNE010034172019,APSA,I
DLNE010034362019,ASA,I
DLNE010034432018,APSA,I
DLNE010034562018,SH,I
DLNE010034582018,ASA,I
DLNE010034832019,APSA,I
DLNE010035162019,APSA,I
DLNE010035232016,APSA,I
DLNE010035552019,APSA,I
DLNE010035582019,APSA,I
DLCT010039682015,APSA,I
DLNE010036192019,SA,I
DLNE010035632019,ASA,I
DLNE010035642019,APSA,I
DLNE010035652018,SH,I
DLNE010035662018,APSA,I
DLNE010036152019,APSA,I
DLNE010036182019,ASA,I
DLNE010036222019,SH,I
DLNE010036562019,APSA,I
DLNE010037532018,SH,I
DLNE010037612018,SH,I
DLNE010037812018,APSA,I
AS22010005582017,PSA,I
AS22010005602017,SA,I
AS22010005612017,PSA,I
DLNE010038062018,Attempt to SA,II
DLNE010038472018,SA,I
DLNE010039112019,APSA,I
DLNE010039122019,APSA,I
DLNE010039202018,SH,I
DLNE010039212018,APSA,I
DLNE010039482016,APSA,I
DLNE010039812019,APSA,I
DLNE010039982018,ASA,I
DLNE010040322019,False reporting,III
DLNE010040432016,APSA,I
DLNE010040612019,SA,I
AS22010005672017,PSA,I
AS22010006872017,SA,I
AS22010007022017,SH,I
AS22010008622017,SH,I
AS22010008652017,SA,I
AS22010008902017,PSA,I
AS22010009012017,PSA,I
DLNE010040722019,SH,I
DLNE010040892019,PSA,I
DLNE010041072019,SA,I
DLNE010041422019,SA,I
AS22010009162017,SA,I
DLNE010041632019,APSA,I
DLNE010041642019,APSA,I
DLNE010041842019,SH,I
DLNE010041872019,SH,I
DLNE010041882019,PSA,I
DLNE010042062019,SA,I
DLNE010042182019,PSA,I
DLNE010042602016,APSA,I
DLNE010043182019,PSA,I
DLNE010043372019,PSA,I
DLNE010043592019,APSA,I
DLNE010043602019,APSA,I
DLNE010043712018,ASA,I
DLNE010043792019,SA,I
DLNE010043942018,SA,I
DLNE010043952018,APSA,I
DLNE010043982019,ASA,I
DLNE010044222018,PSA,I
DLNE010044232018,SH,I
DLNE010044562019,SH,I
DLNE010044732019,APSA,I
DLNE010044742019,APSA,I
DLNE010044822018,APSA,I
DLNE010044872018,SA,I
DLNE010044962019,ASA,I
DLNE010045472019,PSA,I
DLNE010045632019,APSA,I
DLNE010045652019,APSA,I
DLNE010046092019,APSA,I
DLNE010046102019,ASA,I
DLNE010046402018,APSA,I
DLNE010046562019,SA,I
DLNE010046572019,ASA,I
DLNE010046632019,SH,I
DLNE010047282019,SA,I
DLNE010047322019,APSA,I
DLNE010047672019,APSA,I
DLNE010047812018,SA,I
DLNE010048002019,SH,I
DLNE010048032016,APSA,I
DLNE010048142019,APSA,I
DLNE010048232019,APSA,I
DLNE010048242019,SH,I
DLNE010048252019,ASA,I
DLNE010048912018,APSA,I
DLNE010049152016,APSA,I
DLNE010049262019,SH,I
DLNE010049332019,APSA,I
DLNE010050042018,APSA,I
DLNE010050272016,ASA,I
DLNE010050402016,APSA,I
DLNE010051542018,APSA,I
DLNE010051672018,SA,I
DLNE010052812018,APSA,I
DLNE010053262018,SA,I
DLNE010053272018,APSA,I
DLNE010054562018,APSA,I
DLNE010055062016,APSA,I
DLNE010057882016,ASA,I
DLNE010059632016,APSA,I
DLNE010062192016,PSA,I
DLNE010064252016,SA,I
DLNE010064262016,SA,I
DLNE010064432016,PSA,I
DLNE010065822016,SH,I
DLNE010066642016,ASA,I
DLNE010066812016,PSA,I
DLNE010068382016,SH,I
DLNE010068802016,APSA,I
DLNE010073232016,APSA,I
DLNE010077712016,APSA,I
DLNE010078022016,SH,I
DLNE010079102016,SH,I
DLNE010079932016,ASA,I
DLNE010083232016,ASA,I
DLNE010088212016,ASA,I
DLNE010088222016,ASA,I
DLNE010089402016,SH,I
DLNE010090382016,APSA,I
DLNE010090452016,PSA,I
DLNE010091052016,APSA,I
DLNE010091922016,SH,I
DLNE010094502016,APSA,I
DLNE010095682016,PSA,I
DLNE010097152016,APSA,I
DLNE010099012016,ASA,I
DLNE010099512016,SA,I
DLNE010100762016,APSA,I
DLNE010101612016,APSA,I
DLNE010102412016,APSA,I
DLNE010102952016,ASA,I
DLNE010104372016,SA,I
DLNE010107512016,SA,I
DLNT010000102020,APSA,I
DLNT010000122019,APSA,I
DLNT010000142020,ASA,I
DLNT010000172020,APSA,I
DLNT010000182014,ASA,I
DLNT010000302014,PSA,I
DLNT010000482019,APSA,I
DLNT010000532020,APSA,I
DLNT010000882013,Abetment of SA + Attempt to SA,II
DLNT010001102013,PSA,I
DLNT010001152013,APSA,I
DLNT010001172020,SH,I
DLNT010001252018,SA,I
DLNT010001282015,SA,I
DLNT010001282018,PSA,I
DLNT010001392015,APSA,I
DLNT010001402019,APSA,I
DLNT010001512014,Attempt to ASA,II
DLNT010001552015,APSA,I
DLNT010001592017,ASA,I
DLNT010001602015,SA,I
DLNT010001612015,SA,I
DLNT010001852014,SA,I
DLNT010001922014,Not Available,Offence not known
DLNT010002002013,ASA,I
DLNT010002172014,APSA,I
DLNT010002212020,APSA,I
DLNT010002232020,PSA,I
DLNT010002292013,PSA,I
DLNT010002292014,APSA,I
DLNT010002302014,Abetment of APSA,II
DLNT010002502014,PSA,I
DLNT010002512014,ASA,I
DLNT010002552013,PSA,I
DLNT010002742014,APSA,I
DLNT010002792015,SA,I
DLNT010003042013,APSA,I
DLNT010003092013,SH,I
DLNT010003332015,Abetment of CP,II
DLNT010003372014,APSA,I
DLNT010003382014,SH,I
DLNT010003532017,APSA,I
DLNT010003542020,SH,I
DLNT010003572019,SH,I
DLNT010003802020,APSA,I
DLNT010003942013,SA,I
DLNT010003952014,PSA,I
DLNT010004002014,PSA,I
DLNT010004122015,SH,I
DLNT010004212014,PSA,I
DLNT010004242019,SA,I
ASCC010016462017,PSA,I
DLNT010004272019,APSA,I
DLNT010005232015,PSA,I
ASCH010001472017,PSA,I
DLNT010004282019,SH,I
DLNT010004372018,SH,I
DLNT010004392015,APSA,I
DLNT010004392018,APSA,I
DLNT010004402015,PSA,I
DLNT010004412014,ASA,I
DLNT010004742014,SA,I
DLNT010004742015,SA,I
DLNT010004802015,SA,I
DLNT010005082018,ASA,I
DLNT010005122018,SA,I
DLNT010005212020,APSA,I
ASCH040001902018,PSA,I
DLNT010005272014,APSA,I
DLNT010005382019,APSA,I
DLNT010005402014,SH,I
DLNT010005462018,SA,I
DLNT010005672014,ASA,I
DLNT010005832014,PSA,I
DLNT010005842013,Attempt to PSA,II
DLNT010005872015,SH,I
DLNT010005892015,SA,I
DLNT010005902015,PSA,I
DLNT010005932015,SH,I
DLNT010006032015,SA,I
DLNT010006302019,SH,I
DLNT010006352017,SH,I
DLNT010006512013,PSA,I
ASDB010001642017,SA,I
DLNT010010532013,APSA,I
ASDB010001902017,SA,I
ASDB010002582017,SA,I
ASDB010004542017,SA,I
DLNT010006522013,APSA,I
DLNT010006542020,ASA,I
DLNT010006552020,APSA,I
DLNT010006662019,PSA,I
DLNT010006712015,SH,I
DLNT010006862017,PSA,I
DLNT010006962013,APSA,I
DLNT010007032014,ASA,I
DLNT010007062014,ASA,I
ASDB010005732017,PSA,I
ASDB010006652017,PSA,I
DLNT010007232013,PSA,I
DLNT010007312015,ASA,I
DLNT010007402013,PSA,I
DLNT010015902014,APSA,I
DLNT010007452013,Not Available,Offence not known
DLNT010007542019,APSA,I
DLNT010007562019,APSA,I
DLNT010007712014,APSA,I
DLNT010007772014,SH,I
DLNT010007892020,APSA,I
DLNT010007902017,SA,I
DLNT010007962019,APSA,I
DLNT010008092013,CP,I
DLNT010008552018,PSA,I
DLNT010008572015,APSA,I
DLNT010008692020,ASA,I
DLNT010008702015,SH,I
DLNT010008712020,PSA,I
DLNT010008752018,PSA,I
DLNT010008802015,ASA,I
DLNT010009112015,SH,I
DLNT010009192019,APSA,I
DLNT010009392019,PSA,I
DLNT010009492015,SH,I
DLNT010009502019,APSA,I
DLNT010009532020,PSA,I
DLNT010009572019,PSA,I
DLNT010009582019,SA,I
DLNT010009652014,SA,I
DLNT010009662018,APSA,I
DLNT010009772014,PSA,I
DLNT010009782019,PSA,I
DLNT010010042019,SH,I
DLNT010010192020,SH,I
DLNT010010352018,PSA,I
DLNT010010462014,SA,I
DLNT010010742020,APSA,I
DLNT010010852015,PSA,I
DLNT010010872020,SH,I
DLNT010010952017,SH,I
DLNT010011012018,SA,I
DLNT010011342014,SA,I
DLNT010011382018,SA,I
DLNT010011392018,PSA,I
DLNT010011752019,ASA,I
DLNT010012052015,Abetment of APSA,II
DLNT010012062020,ASA,I
DLNT010012212013,PSA,I
DLNT010012312017,SA,I
DLNT010012862014,ASA,I
DLNT010013092017,APSA,I
DLNT010013342015,PSA,I
DLNT010013352019,APSA,I
DLNT010013392014,APSA,I
DLNT010013732020,SH,I
DLNT010013872019,SA,I
DLNT010013882019,APSA,I
DLNT010013902018,Abetment of ASA,II
DLNT010013912014,SA,I
DLNT010013982018,APSA,I
DLNT010014452017,SH,I
DLNT010014472015,PSA,I
DLNT010014952020,APSA,I
DLNT010015112018,APSA,I
DLNT010015362015,SA,I
DLNT010015522018,SH,I
DLNT010015562015,SH,I
DLNT010015682018,APSA,I
DLNT010015722020,ASA,I
DLNT010015822015,ASA,I
DLNT010015892014,SH,I
DLNT010015932015,APSA,I
DLNT010015952014,Attempt to PSA,II
DLNT010016162017,PSA,I
DLNT010016352019,APSA,I
DLNT010016602020,APSA,I
DLNT010016662015,PSA,I
DLNT010016682014,Attempt to ASA,II
DLNT010016922020,PSA,I
DLNT010016962019,Abetment of CP,II
DLNT010016972019,SH,I
DLNT010017142016,ASA,I
DLNT010017382014,PSA,I
DLNT010017412019,APSA,I
DLNT010017652016,PSA,I
DLNT010017742019,PSA,I
ASGL010008142017,Not Available,Offence not known
DLNT010017762019,PSA,I
DLNT010017832019,SA,I
DLNT010018112015,PSA,I
DLNT010018132015,ASA,I
DLNT010018142015,SA,I
DLNT010018572018,ASA,I
DLNT010018632019,ASA,I
DLNT010019062016,APSA,I
DLNT010019072016,SA,I
DLNT010019082016,APSA,I
DLNT010019322017,PSA,I
DLNT010019562020,APSA,I
DLNT010019942019,ASA,I
DLNT010020102020,SH,I
DLNT010020522017,PSA,I
DLNT010020582019,ASA,I
DLNT010020772017,APSA,I
DLNT010020772019,ASA,I
DLNT010021012019,APSA,I
DLNT010021142020,PSA,I
DLNT010021522018,APSA,I
DLNT010021572016,ASA,I
DLNT010021612020,SA,I
DLNT010021622020,SH,I
DLNT010021822019,SH,I
DLNT010021862017,PSA,I
DLNT010021872017,SH,I
DLNT010021972018,APSA,I
DLNT010021972020,ASA,I
DLNT010022052015,APSA,I
DLNT010022082015,APSA,I
ASKA010002522017,PSA,I
DLNT010022512020,APSA,I
DLNT010023292019,SH,I
DLNT010023382015,PSA,I
DLNT010023812018,PSA,I
DLNT010023832019,APSA,I
DLNT010023892018,PSA,I
DLNT010023912018,APSA,I
DLNT010024252015,ASA,I
DLNT010024302019,APSA,I
DLNT010024372018,SH,I
DLNT010024422015,APSA,I
DLNT010025282015,SH,I
DLNT010025422018,SA,I
DLNT010025542017,SA,I
DLNT010025612015,ASA,I
ASKA010003432017,SA,I
ASKA010003442017,PSA,I
ASKA010003562017,SA,I
ASKA010004302017,SA,I
DLNT010025622015,APSA,I
DLNT010025632016,APSA,I
DLNT010025642016,SH,I
DLNT010025832018,PSA,I
DLNT010025872018,SA,I
DLNT010025912018,PSA,I
DLNT010026272015,APSA,I
DLNT010026282017,ASA,I
DLNT010026832015,APSA,I
DLNT010027042017,SA,I
DLNT010027232018,APSA,I
DLNT010027542019,APSA,I
DLNT010027592017,APSA,I
DLNT010027602018,PSA,I
DLNT010027902018,PSA,I
DLNT010027962018,SA,I
DLNT010028112018,APSA,I
DLNT010028372018,APSA,I
DLNT010028402015,ASA,I
HRSI010066822019,APSA,I
DLNT010028612016,SA,I
DLNT010028622016,PSA,I
DLNT010028642016,APSA,I
DLNT010028722019,APSA,I
DLNT010028742019,SH,I
DLNT010028922018,APSA,I
DLNT010029182018,APSA,I
DLNT010029192018,SH,I
DLNT010029242015,APSA,I
DLNT010029292018,APSA,I
DLNT010029302019,SH,I
DLNT010029322019,ASA,I
ASKM010000152017,APSA,I
ASKM010000462017,APSA,I
ASKM010000472017,SA,I
ASKM010000482017,SA,I
ASKM010000502017,APSA,I
ASKM010000512017,APSA,I
DLNT010029592016,PSA,I
DLNT010029732016,Abetment of APSA,II
DLNT010029742018,APSA,I
DLNT010030432018,SA,I
ASKM010000522017,SA,I
ASKM010000542017,SA,I
ASKM010000552017,APSA,I
ASKM010008192017,APSA,I
ASKM010014952017,PSA,I
ASKM010018222017,PSA,I
DLNT010031052016,SH,I
DLNT010031072016,SH,I
DLNT010031102016,PSA,I
ASKM010018232017,SA,I
ASKM010018242017,SA,I
ASKM010044082017,APSA,I
ASKM010026912017,APSA,I
DLNT010031162019,PSA,I
ASKM010043582017,PSA,I
ASKM010044112017,SA,I
ASKM010044122017,APSA,I
ASKM010046662017,SA,I
DLNT010031692017,ASA,I
DLNT010031832017,SA,I
DLNT010031842018,SH,I
DLNT010031882019,SA,I
DLNT010031902019,SH,I
DLNT010032062016,SH,I
DLNT010032322017,ASA,I
DLNT010032372019,SA,I
DLNT010032392019,APSA,I
DLNT010032632018,APSA,I
DLNT010032732015,SA,I
DLNT010032812015,APSA,I
DLNT010032822015,APSA,I
DLNT010032952016,APSA,I
DLNT010032962016,APSA,I
DLNT010033172019,SA,I
DLNT010033202019,APSA,I
DLNT010033282018,SH,I
ASKR010007352017,PSA,I
DLNT010033562019,SH,I
DLNT010033602017,Abetment of APSA,II
DLNT010033662019,PSA,I
DLNT010033692016,PSA,I
DLNT010033752016,SH,I
DLNT010033962019,SA,I
DLNT010034132018,APSA,I
DLNT010034232015,SA,I
DLNT010034272018,ASA,I
DLNT010034332018,PSA,I
DLNT010034492018,PSA,I
DLNT010035032016,SH,I
DLNT010035202019,SA,I
DLNT010035442019,PSA,I
DLNT010035452019,PSA,I
DLNT010035612016,PSA,I
ASMR010000452017,SA,I
ASMR010001512017,SA,I
ASMR010002852017,Not Available,Offence not known
ASMR010003272017,SH,I
ASMR010003282017,SH,I
ASMR010003262017,SH,I
DLNT010035632016,APSA,I
DLNT010036022017,APSA,I
DLNT010036182015,SH,I
DLNT010036202018,APSA,I
DLNT010036212018,SH,I
DLNT010036232018,ASA,I
ASMR010005852017,APSA,I
ASMR010006022017,PSA,I
ASMR010006112017,SH,I
ASMR010006782017,PSA,I
ASMR010007642017,PSA,I
ASMR010008852017,PSA,I
ASMR010009682017,PSA,I
ASMR010009692017,PSA,I
ASMR010010192017,PSA,I
ASMR010010382017,PSA,I
ASMR010010462017,PSA,I
ASMR010010472017,PSA,I
ASMR010010742017,PSA,I
DLNT010036772018,SH,I
DLNT010036882019,APSA,I
DLNT010037082019,PSA,I
DLNT010037092019,SH,I
DLNT010037102019,PSA,I
DLNT010037122019,ASA,I
DLNT010037242015,APSA,I
DLNT010037252018,SH,I
DLNT010037732018,SH,I
DLNT010037752019,PSA,I
DLNT010037902016,PSA,I
DLNT010037972018,Not Available,Offence not known
ASNG010000292017,Not Available,Offence not known
ASNG010002052017,PSA,I
ASNG010006422017,PSA,I
ASNG010006432017,PSA,I
ASNG010006992017,PSA,I
ASNG010007002017,PSA,I
ASNG010007012017,PSA,I
ASNG010011092017,SA,I
ASNG010011102017,SA,I
ASNG010011112017,PSA,I
ASNG010011122017,PSA,I
ASNG010012702017,PSA,I
ASNG010013712017,PSA,I
ASNG010015172017,SA,I
ASNG010015242017,APSA,I
ASNG010015412017,PSA,I
DLNT010038152016,SH,I
DLNT010038172015,PSA,I
DLNT010038402015,SH,I
ASNG010017292017,SA,I
ASNG010017732017,PSA,I
ASNG010018472017,PSA,I
ASNG010018742017,PSA,I
ASNG010019992017,PSA,I
ASNG010021312017,SA,I
ASNG010022482017,PSA,I
ASNG010022752017,SA,I
ASNG010025322017,PSA,I
ASNG010025972017,PSA,I
ASNG010026502017,PSA,I
ASNG010026682017,PSA,I
ASNG010027242017,PSA,I
ASNG010027252017,PSA,I
DLNT010038572019,SA,I
DLNT010038712017,SA,I
DLNT010038732015,PSA,I
DLNT010038892015,SH,I
DLNT010039352016,SH,I
DLNT010039902018,APSA,I
DLNT010039942017,APSA,I
DLNT010040302017,SH,I
ASNG010027282017,SA,I
ASNG010027292017,PSA,I
ASNG010027302017,APSA,I
ASNG010027312017,PSA,I
ASNG010027322017,PSA,I
ASNG010027332017,APSA,I
DLNT010040382016,PSA,I
DLNT010040522016,APSA,I
DLNT010040682018,APSA,I
DLNT010041082018,APSA,I
DLNT010041292018,SA,I
DLNT010041352017,APSA,I
DLNT010041562016,APSA,I
DLNT010041782019,PSA,I
DLNT010041962016,ASA,I
DLNT010042012019,SH,I
DLNT010042072017,PSA,I
DLNT010042162017,ASA,I
DLNT010042212018,PSA,I
DLNT010042302016,PSA,I
DLNT010042312016,ASA,I
DLNT010042502018,SA,I
DLNT010042512018,PSA,I
DLNT010042632017,PSA,I
DLNT010042702016,SH,I
DLNT010042822018,APSA,I
DLNT010042932019,SA,I
DLNT010043192016,ASA,I
DLNT010043202016,PSA,I
DLNT010043212016,SH,I
DLNT010043732017,APSA,I
DLNT010043742017,APSA,I
DLNT010043862019,SH,I
DLNT010044062019,APSA,I
DLNT010044092019,APSA,I
DLNT010044302018,APSA,I
DLNT010044592018,APSA,I
DLNT010044732019,SA,I
DLNT010044822015,PSA,I
DLNT010044982019,ASA,I
DLNT010045092019,APSA,I
DLNT010045422015,ASA,I
DLNT010045452018,SH,I
DLNT010045572018,APSA,I
DLNT010045612018,SA,I
DLNT010045622018,SH,I
DLNT010045632019,SA,I
DLNT010045692018,APSA,I
DLNT010045782015,SA,I
DLNT010045842019,APSA,I
DLNT010045992017,Abetment of APSA,II
DLNT010047012019,SA,I
DLNT010047042018,PSA,I
DLNT010047492018,APSA,I
DLNT010047542016,APSA,I
DLNT010047542018,ASA,I
DLNT010047552018,ASA,I
DLNT010047562018,ASA,I
DLNT010047692019,APSA,I
DLNT010047942019,SH,I
DLNT010048122017,SH,I
DLNT010048592015,APSA,I
DLNT010049462019,PSA,I
DLNT010049502019,SH,I
DLNT010049792018,APSA,I
ASSN010004452017,PSA,I
ASSN010005052017,APSA,I
ASSN010005072017,SA,I
DLNT010049862019,SA,I
DLNT010049872019,SA,I
DLNT010050132017,SA,I
DLNT010050422019,PSA,I
DLNT010050492017,SH,I
DLNT010050942017,APSA,I
DLNT010050952017,APSA,I
DLNT010050962017,PSA,I
DLNT010051152016,ASA,I
DLNT010051232019,APSA,I
DLNT010051242019,APSA,I
DLNT010051272019,ASA,I
DLNT010051402018,APSA,I
DLNT010051582016,APSA,I
ASSN010006822017,SA,I
ASSN010008342017,APSA,I
ASSN010009182017,PSA,I
DLNT010051592016,APSA,I
DLNT010051602016,SH,I
DLNT010051612016,APSA,I
DLNT010051622016,APSA,I
DLNT010051632016,SH,I
